text,ade,meddra,level
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",neck ache,neck discomfort,LLT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",back pain,back pain,PT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",headache,headache,PT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",limping ,limping,LLT
"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol",weak knees,weakness,LLT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",should ache,ache,LLT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",knee ache,aching in knees,LLT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",back pain,back pain,PT
"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.",neck,neck pain,PT
08.26 day 14 rivaroxaban diary. just been to cut some wild roses down so workmen can easily get to part of my garage. intense back pain.,back pain,back pain,PT
02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.,back pain,back pain,PT
02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.,neck ache,neck pain,PT
rivaroxaban diary 2/2 ..but not hungry. has to be taken with food. only had 1 hot drink and 1 slice of bread so far today,not hungry,appetite lost,LLT
"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful.",back,back pain,PT
"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful.",knee pain,knee pain,LLT
"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful.",walking painful,walking difficulty,LLT
rivaroxaban 2/2 if i could float weightless in space i suspect i would not ache. but i can't so need rid of rivaroxaban.,ache,ache,LLT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",back,back pain,PT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",pains in head,head pain,LLT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",legs,leg pain,LLT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",neck,neck pain,PT
"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn",hip,pain in hip,LLT
"02.03 rivaroxaban diary day 20. some neck pain and legs still weak, but feeling much better. very warm night.",neck pain,neck pain,PT
"02.03 rivaroxaban diary day 20. some neck pain and legs still weak, but feeling much better. very warm night.",legs still weak,weakness in extremity,LLT
"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs.",fluid retention,fluid retention,PT
"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs.",pain,pain,PT
"i reckon i have drug-induced oedema causing musculo-skeletal pain. likely drug combination: rivaroxaban, losartan, and simvastatin.",musculo-skeletal pain,musculoskeletal pain,PT
"i reckon i have drug-induced oedema causing musculo-skeletal pain. likely drug combination: rivaroxaban, losartan, and simvastatin.",oedema,oedema,PT
21.43 day 25 rivaroxaban diary. think all rvxbn nowq out of my body but losartan (last 25mg tablet taken 4 days ago) remains. still aching.,aching,generalized aching,LLT
@mhchat hopefully i would love to chat or talk by skype with you and your team. i am on 1 med saphris. i lost 10 pounds 2 months ago.,lost 10 pounds,weight loss,LLT
slept 11 hours last night on seroquel o.o,slept 11 hours,sleep excessive,LLT
this #seroquel gotta nigga feelin like a  slow turtle. #ihatemeds,slow turtle,sluggishness,PT
@annaspargoryan benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.,panic attack,panic attack,PT
"last night, i had a dream that @bromethazine and i were going to have sex, but i was too tired. seroquel is the devil.",tired,tiredness,LLT
can't even take a seroquel cause i gotta wake up smfh,gotta wake up,hard to awaken,LLT
this seroquel got me sleepy,sleepy,sleepy,LLT
@exitingcorpse @luckystubbs seroquel was my boner kryptonite when i was a disfunctional teen,boner kryptonite,erection failure,LLT
i'm not sure if seroquel is helping us or making things even worse.. anyone else knows if it can make dissociation worse?,dissociation,dissociation,PT
not to mention the thousands of people online who say they?ve stacked on the weight due to taking seroquel.,stacked on the weight,weight gain,LLT
"magically my appetite has gone back to normal since going off seroquel! well, well, well - i was right, the doctor was wrong.",appetite,appetite fluctuation,LLT
why do i always get the seroquel munchies!?,munchies,feeling hungry,LLT
i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.,sedated ,sedation,PT
i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.,unconscious,somnolence,PT
@rowlegendary r u on any meds? my dreams on seroquel are fucked up,dreams,abnormal dreams,PT
my seroquel this morning got me lethargic,lethargic,lethargic,LLT
"if your doctor prescribes you seroquel off label, they just want you to stfu. i'm a mute.",mute,speech loss,LLT
@danietreg oh yep! the only trouble with seroquel for me is i don't want to get up in the morning. i've always been an early riser.,don't want to get up,hard to awaken,LLT
to take my seroquel and have weird dreams or to not... real life lyndsey world questions,weird dreams,abnormal dreams,PT
@breatheinhope blargh hate this. particularly with seroquel at night. i not i don't sleep. if have and have more cant get up :/,cant get up,hard to awaken,LLT
@breatheinhope blargh hate this. particularly with seroquel at night. i not i don't sleep. if have and have more cant get up :/,don't sleep,sleep loss,LLT
my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o,knock me the fuck out ,loss of consciousness,PT
the seroquel is definitely causing this restlessness i'm experiencing #jitters,jitters,jitteriness,LLT
the seroquel is definitely causing this restlessness i'm experiencing #jitters,restlessness,restlessness,PT
shouts out to seroquel for giving me that blessed 17h sleep tho,17h sleep,sleep excessive,LLT
"@preciousthing i just had a look buddy, and my medication (seroquel) does affect tolerance to the sun.",tolerance to the sun,sun sensitivity,LLT
"@badboyfloyd_ lmao, i'm prescribed baby. it's for my anxiety. i take seroquel, and celexa with it. i'm a fucking zombie after 9pm.",zombie,felt like a zombie,LLT
@deanmikel i'm not lazy!! my seroquel knocked me out!!,knocked me out,sleepiness,LLT
that seroquel had me sleepy as fuck alllll damn day,sleepy,sleepy,LLT
my tremors are horrible. fuck seroquel.,tremors,tremor,PT
"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel",rocking,akathisia,PT
"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel",jolting,jerkiness,LLT
seroquel will make you sleep for 12 hours.,sleep for 12 hours,sleep excessive,LLT
so damn sleepy. this seroquel is fucking me up so bad.,sleepy,sleepy,LLT
@flatchests it has nothing to do with any of that~ apparently seroquel makes you gain alot of weight -__-,gain alot of weight,weight gain,LLT
that seroquel has been given me some seriously fucked up dreams.,fucked up dreams,abnormal dreams,PT
"@jessbarrett227 taking someone off 150mg off seroquel, mixing it with olanzapine in 2 wks causes psychosis - a proper assess was not done.",psychosis,psychosis,LLT
"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",feel so drink,drunk-like effect,LLT
"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",nauseated,nauseated,LLT
"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated",cant really walk,unable to walk,LLT
"if you want to sleep for 15 hours, take seroquel. fuck i just woke up and it's 4",sleep for 15 hours,sleep excessive,LLT
"wow, the rls is out of control tonight #notfun does anyone out there taking seroquel have issues with restless leg syndrome?",restless leg syndrome,restless leg syndrome,LLT
"wow, the rls is out of control tonight #notfun does anyone out there taking seroquel have issues with restless leg syndrome?",rls,restless leg syndrome,LLT
only problem is i'm hungry. seroquel nation hunger :(,hunger,feeling hungry,LLT
only problem is i'm hungry. seroquel nation hunger :(,hungry,feeling hungry,LLT
@nanamack69 i'm here been in a seroquel coma lol,coma,somnolence,PT
oh i get it  ambien  seroquel  now i'm floatin,floatin,floating feeling,LLT
"found out that it could be two months before i sleep well again now that i'm off seroquel. srsly, fuck the psychiatrist that put me on it.",sleep,sleep disturbance,LLT
"seroquel is causing more gaps in memory, i don't remember going to therapy and as usual no one has stepped up to claim thos memories &gt;&gt;",gaps in memory,memory impairment,PT
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal",angry,anger,PT
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal",manic reactions,manic reaction,LLT
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal", tired,tiredness,LLT
"@adelerosenbloom getting off seroquel (sero-kill) can cause convulsions, fever, toxic reactions, psychotic reactions. and other shit",convulsions,convulsions,LLT
